"BK_CLIENTE","COD_CLIENTE","LOJA_CLIENTE","NOME_CLIENTE","SEGMENTACAO_ATIVIDADE_1","INSTANCIA"
"P |01|SA1T10|M SP|FTD17301","FTD173","01","CT173 MATA030-POSSUI MOVTO NESTA FILIAL ","      ","01"
"P |01|SA1T10|M SP|GTP00101","GTP001","01","SIGAGTP - CALCULO COMISSAO              ","      ","01"
"P |01|SA1T10|M SP|JAUTOM01","JAUTOM","01","CLIENTE JURIDICO - CASO AUTOMATICO      ","      ","01"
"P |01|SA1T10|M SP|JCM00001","JCM000","01","CLIENTE JONATAS MARTINS                 ","      ","01"
"P |01|SA1T10|M SP|JCM00301","JCM003","01","JONATAS CARVALHO                        ","      ","01"
"P |01|SA1T10|M SP|JUR00101","JUR001","01","CLIENTE JURIDICO                        ","      ","01"
"P |01|SA1T10|M SP|JUR00102","JUR001","02","CLIENTE JURIDICO - BLOQUEADO            ","      ","01"
"P |01|SA1T10|M SP|JUR00201","JUR002","01","CLIENTE - CARGO                         ","      ","01"
"P |01|SA1T10|M SP|JUR10001","JUR100","01","CLIENTE JURI                            ","      ","01"
"P |01|SA1T10|M SP|JUR10006","JUR100","06","CLIENTE DEPARTAMENTO JURIDICO ALTERACAO ","      ","01"
"P |01|SA1T10|M SP|JUR10007","JUR100","07","CLIENTE ESCRITORIO ADVOCACIA ALTERACAO  ","      ","01"
"P |01|SA1T10|M SP|JUR10008","JUR100","08","CLIENTE PROVISORIO ESCR. ADVG. ALTERACAO","      ","01"
"P |01|SA1T10|M SP|JUR10009","JUR100","09","CLIENTE DEFINITIVO EXCLUSAO PFS         ","      ","01"
"P |01|SA1T10|M SP|JURCLI01","JURCLI","01","CLIENTE COM PARTICIPANTES 01            ","      ","01"
"P |01|SA1T10|M SP|JURCLI02","JURCLI","02","CLIENTE COM PARTICIPANTES 02            ","      ","01"
"P |01|SA1T10|M SP|JURSP001","JURSP0","01","T18088                                  ","      ","01"
"P |01|SA1T10|M SP|MN000101","MN0001","01","ROCKSTAR HAMBURGUERIA                   ","      ","01"
"P |01|SA1T10|M SP|MN000201","MN0002","01","METALBRASIL INSTRUMENTOS                ","      ","01"
"P |01|SA1T10|M SP|MN000301","MN0003","01","TESTE CNPJ NAO VALIDO                   ","      ","01"
"P |01|SA1T10|M SP|MN000401","MN0004","01","CLIENTE PJ BLOQUEADO                    ","      ","01"
"P |01|SA1T10|M SP|MN000501","MN0005","01","CLIENTE PJ PARA CONCESSAO               ","      ","01"
"P |01|SA1T10|M SP|MN000601","MN0006","01","CLIENTE PJ CONCESSAO SEM CONTATO        ","      ","01"
"P |01|SA1T10|M SP|MN000701","MN0007","01","CLIENTE PJ CONCESSAO PELA PLATAFORMA    ","      ","01"
"P |01|SA1T10|M SP|MTH66601","MTH666","01","MATHEUS LCDPR TESTE                     ","      ","01"
"P |01|SA1T10|M SP|OHHOHI01","OHHOHI","01","TESTES OHHOHI                           ","      ","01"
"P |01|SA1T10|M SP|PEQ99900","PEQ999","00","PEQUIM INTERNATIONAL                    ","      ","01"
"P |01|SA1T10|M SP|PFS00001","PFS000","01","CLIENTE ARREDONDAMENTO                  ","      ","01"
"P |01|SA1T10|M SP|PFS00101","PFS001","01","CLIENTE PFS001                          ","      ","01"
"P |01|SA1T10|M SP|PFS00102","PFS001","02","CLI PFS001-02                           ","      ","01"
"P |01|SA1T10|M SP|PFS00103","PFS001","03","TESTE COMPENSACAO                       ","      ","01"
"P |01|SA1T10|M SP|PFS00104","PFS001","04","HORA E FIXO 1                           ","      ","01"
"P |01|SA1T10|M SP|PFS00105","PFS001","05","HORA E FIXO 2                           ","      ","01"
"P |01|SA1T10|M SP|PFS00301","PFS003","01","PFS003                                  ","      ","01"
"P |01|SA1T10|M SP|PFS00401","PFS004","01","PFS0004                                 ","      ","01"
"P |01|SA1T10|M SP|PFS00402","PFS004","02","GTSER-T18400 - INTERNACIONAL II         ","      ","01"
"P |01|SA1T10|M SP|PFS00403","PFS004","03","GTSER-T18411 - INTERNACIONAL MULTIPAYER ","      ","01"
"P |01|SA1T10|M SP|PFS00501","PFS005","01","CLIENTE CONTRATO                        ","      ","01"
"P |01|SA1T10|M SP|PFS00502","PFS005","02","CLIENTE CASO                            ","      ","01"
"P |01|SA1T10|M SP|PFS00503","PFS005","03","CLIENTE - JUNCAO DE CONTRATOS           ","      ","01"
"P |01|SA1T10|M SP|PFS00504","PFS005","04","CLIENTE - ALTERACAO FATURA              ","      ","01"
"P |01|SA1T10|M SP|PFS00601","PFS006","01","GTSER-T18290 - NACIONAL COM IMPOSTOS    ","      ","01"
"P |01|SA1T10|M SP|PFS00602","PFS006","02","GTSER-T18291 - INTERNACIONAL            ","      ","01"
"P |01|SA1T10|M SP|PFS00603","PFS006","03","TESTES LIMITE GERAL                     ","      ","01"
"P |01|SA1T10|M SP|PFS00701","PFS007","01","INCLUIR UM PROCESSO COM VINCULO DO CASO ","      ","01"
"P |01|SA1T10|M SP|PFS00801","PFS008","01","PRE CONDICAO P/ GERAR LANCAMENTO P/ WO  ","      ","01"
"P |01|SA1T10|M SP|PFS00901","PFS009","01","PFS009 - COM IMPOSTO                    ","      ","01"
"P |01|SA1T10|M SP|PFS01001","PFS010","01","CLIENTE DESCONTO E CORRECAO DE VALORES  ","      ","01"
"P |01|SA1T10|M SP|PFS01100","PFS011","00","CLIENTE GENERICO LOJA 00                ","      ","01"
"P |01|SA1T10|M SP|PFS01201","PFS012","01","CLIENTE - REVALORIZACAO DE TS           ","      ","01"
"P |01|SA1T10|M SP|PFS01301","PFS013","01","JURBXR - CT050 CLIENTE DE BAIXA POR DACA","      ","01"
"P |01|SA1T10|M SP|PFS01401","PFS014","01","GTSER-T55904 - CLIENTE COM COTACAO INFOR","      ","01"
"P |01|SA1T10|M SP|PFS01501","PFS015","01","CLIENTE  GTSER-T56692                   ","      ","01"
"P |01|SA1T10|M SP|PFS01502","PFS015","02","CLIENTE - GTSER-T56692                  ","      ","01"
"P |01|SA1T10|M SP|PFS01503","PFS015","03","CLIENTE - GTSER-T56692                  ","      ","01"
"P |01|SA1T10|M SP|PFS01504","PFS015","04","CLIENTE - GTSER-T56692                  ","      ","01"
"P |01|SA1T10|M SP|PFS01601","PFS016","01","CLIENTE COM CASO COM MULTIPLOS REVISORES","      ","01"
"P |01|SA1T10|M SP|PFS01701","PFS017","01","CLIENTE ADIANTAMENTO COTACAO            ","      ","01"
"P |01|SA1T10|M SP|PFS01801","PFS018","01","CLIENTE COM EXACT AMOUNT SEM ARRENDONDAR","      ","01"
"P |01|SA1T10|M SP|PFS01901","PFS019","01","PFS JURA201 - HONORARIOS 018            ","      ","01"
"P |01|SA1T10|M SP|PFS02001","PFS020","01","CLIENTE COM PARCELA MINUTA              ","      ","01"
"P |01|SA1T10|M SP|PFS10001","PFS100","01","CLIENTE PFS100                          ","      ","01"
"P |01|SA1T10|M SP|PFSADT01","PFSADT","01","ADIANTAMENTO PFS                        ","      ","01"
"P |01|SA1T10|M SP|PFSADT02","PFSADT","02","CLIENTE PAGADOR DO ADIANTAMENTO         ","      ","01"
"P |01|SA1T10|M SP|PFSEMI01","PFSEMI","01","PFS EMISSAO DE PRE-FATURA               ","      ","01"
"P |01|SA1T10|M SP|PFSEMI02","PFSEMI","02","PFS EMISSAO DE PRE-FATURA               ","      ","01"
"P |01|SA1T10|M SP|PFSEMI03","PFSEMI","03","PFS EMISSAO DE PRE-FATURA               ","      ","01"
"P |01|SA1T10|M SP|PFSEMI04","PFSEMI","04","PFS EMISSAO DE PRE-FATURA EM OUTRA MOEDA","      ","01"
"P |01|SA1T10|M SP|PFSHCB01","PFSHCB","01","CLIENTE PFS PARA HISTORICO COBRANCA 01  ","      ","01"
"P |01|SA1T10|M SP|PFSIMP01","PFSIMP","01","SIGAPFS IMPOSTOS                        ","      ","01"
"P |01|SA1T10|M SP|PFSLIM01","PFSLIM","01","PFS - LIMITE GERAL                      ","      ","01"
"P |01|SA1T10|M SP|PFSLIM02","PFSLIM","02","PFS - LIMITE POR FATURA                 ","      ","01"
"P |01|SA1T10|M SP|PFSLIQ01","PFSLIQ","01","LIQUIDACAO SIGAPFS                      ","      ","01"
"P |01|SA1T10|M SP|PFSLIQ02","PFSLIQ","02","LIQUIDACAO SIGAPFS SEM IMPOSTOS         ","      ","01"
"P |01|SA1T10|M SP|PJTX0101","PJTX01","01","PLS DSAUBE CLIENTE P.J.                 ","      ","01"
"P |01|SA1T10|M SP|PLREEM01","PLREEM","01","PLS DSAUBE CLIENTE LOTE REEMBOLSO       ","      ","01"
"P |01|SA1T10|M SP|PLS00101","PLS001","01","DSAUATE ATENDIMENTO                     ","      ","01"
"P |01|SA1T10|M SP|PLS00201","PLS002","01","PLS DSAUPC CLIENTE                      ","      ","01"
"P |01|SA1T10|M SP|PLS01","PLS   ","01","PLS NOTA FISCAL                         ","      ","01"
"P |01|SA1T10|M SP|PLS01001","PLS010","01","MANOEL BENEDITO SALES                   ","      ","01"
"P |01|SA1T10|M SP|PLS03001","PLS030","01","RODRIGO ANDRE YURI CAVALCANTI           ","      ","01"
"P |01|SA1T10|M SP|PLS03101","PLS031","01","SERGIO MARCOS VINICIUS ENRICO ASSIS     ","      ","01"
"P |01|SA1T10|M SP|PLS03201","PLS032","01","YURI ERICK OLIVEIRA                     ","      ","01"
"P |01|SA1T10|M SP|PLS03301","PLS033","01","MARTIN GUSTAVO CARVALHO                 ","      ","01"
"P |01|SA1T10|M SP|PLS03401","PLS034","01","ENRICO CAIO SEBASTIAO CAVALCANTI        ","      ","01"
"P |01|SA1T10|M SP|PLS09301","PLS093","01","SAKAI INTEGRACOES                       ","      ","01"
"P |01|SA1T10|M SP|PLS09401","PLS094","01","PLS MOBILE                              ","      ","01"
"P |01|SA1T10|M SP|PLS10000","PLS100","00","CALEB SEVERINO SANTOS                   ","      ","01"
"P |01|SA1T10|M SP|PLS10001","PLS100","01","SARA JOANA BENEDITA DUARTE              ","      ","01"
"P |01|SA1T10|M SP|PLS10101","PLS101","01","MARIANA LARISSA MARIAH RAMOS            ","      ","01"
"P |01|SA1T10|M SP|PLS10201","PLS102","01","MANOEL JUAN GIOVANNI SILVEIRA           ","      ","01"
"P |01|SA1T10|M SP|PLS10301","PLS103","01","ARTHUR E BETINA PAES E DOCES ME         ","      ","01"
"P |01|SA1T10|M SP|PLS10400","PLS104","00","FABIO KEVIN HENRIQUE BAPTISTA           ","      ","01"
"P |01|SA1T10|M SP|PLS19901","PLS199","01","CLIENTE PARA IMPOSTO ISS                ","      ","01"
"P |01|SA1T10|M SP|PLSB3001","PLSB30","01","PLS DSAUPC CLIENTE NIVEL B30            ","      ","01"
"P |01|SA1T10|M SP|PLSRET01","PLSRET","01","PLS DSAUBE CLIENTE RETROATIVO           ","      ","01"
"P |01|SA1T10|M SP|QUEIZY00","QUEIZY","00","QUEIZY                                  ","      ","01"
"P |01|SA1T10|M SP|RAZSOC01","RAZSOC","01","GTSER-T16950 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RAZSOC02","RAZSOC","02","GTSER-T16952 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RAZSOC03","RAZSOC","03","GTSER-T16953 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RAZSOC04","RAZSOC","04","GTSER-T16951 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RAZSOC05","RAZSOC","05","GTSER-T16954 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RAZSOC06","RAZSOC","06","GTSER-T16955 - FATURA                   ","      ","01"
"P |01|SA1T10|M SP|RAZSOC07","RAZSOC","07","GTSER-T16955 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RAZSOC08","RAZSOC","08","GTSER-T17162 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RAZSOC09","RAZSOC","09","GTSER-T17207 - ORIGINAL                 ","      ","01"
"P |01|SA1T10|M SP|RBS00101","RBS001","01","REGINALDO BORGES S                      ","      ","01"
"P |01|SA1T10|M SP|RSB00101","RSB001","01","RSB TESTE                               ","      ","01"
"P |01|SA1T10|M SP|SUPPLI01","SUPPLI","01","SUPPLIER ADM. DE CARTOES DE CREDITO S/A ","      ","01"
"P |01|SA1T10|M SP|T1001","T10   ","01","ROBERTO BARBOSA                         ","      ","01"
"P |01|SA1T10|M SP|TAF00201","TAF002","01","SUFRAMA - DESCONTO PARA ICMS E PIS/COFIN","      ","01"
"P |01|SA1T10|M SP|TAF00301","TAF003","01","CLIENTE JURIDICO - REVENDEDOR  SAO PAULO","      ","01"
"P |01|SA1T10|M SP|TAF00401","TAF004","01","CLIENTE JURIDICO REVENDEDOR RJ          ","      ","01"
"P |01|SA1T10|M SP|TAF00501","TAF005","01","CLIENTE  JURIDICO SOLIDARIO MG          ","      ","01"
"P |01|SA1T10|M SP|TEC01501","TEC015","01","CLIENTE SIGATEC WMS                     ","      ","01"
"P |01|SA1T10|M SP|TIRPFS01","TIRPFS","01","CLIENTE PFS UTILIZADO NO TIR            ","      ","01"
"P |01|SA1T10|M SP|TMEDD01","TMEDD ","01","TMSAE80 DESTINATARIO 01                 ","      ","01"
"P |01|SA1T10|M SP|TMEDD201","TMEDD2","01","TMSAE80 DESTINATARIO 02                 ","      ","01"
"P |01|SA1T10|M SP|TMEDIR01","TMEDIR","01","TMSAE80 REMETENTE 01                    ","      ","01"
"P |01|SA1T10|M SP|TMEDR201","TMEDR2","01","TMSAE80 RECEBEDOR 2                     ","      ","01"
"P |01|SA1T10|M SP|TMEDX101","TMEDX1","01","TMSAE80 EXPEDIDOR 01                    ","      ","01"
"P |01|SA1T10|M SP|TMS00101","TMS001","01","P. JURIDICA-CONTRIBUINTE - S.PAULO      ","000071","01"
"P |01|SA1T10|M SP|TMS00201","TMS002","01","P.JURIDICA-CONTRIBUINTE-GUARULHOS       ","      ","01"
"P |01|SA1T10|M SP|TMS00301","TMS003","01","P.FISICA-FLORIANOPOLIS                  ","      ","01"
"P |01|SA1T10|M SP|TMS00401","TMS004","01","CLIENTE TMS - RISCO E - GERA PV         ","      ","01"
"P |01|SA1T10|M SP|TMS00501","TMS005","01","DEMANDAS - CADASTRO METAS - S.PAULO     ","      ","01"
"P |01|SA1T10|M SP|TMS00601","TMS006","01","MICHEL TEMER S.A                        ","      ","01"
"P |01|SA1T10|M SP|TMS00701","TMS007","01","DEMANDAS - FRACIONAMENTO - S.PAULO      ","      ","01"
"P |01|SA1T10|M SP|TMS00801","TMS008","01","P. JURIDICA-CONTRIBUINTE - S.PAULO 08   ","000071","01"
"P |01|SA1T10|M SP|TMS01001","TMS010","01","P. JURIDICA-CONTRIBUINTE - PIRACICABA   ","      ","01"
"P |01|SA1T10|M SP|TMS01101","TMS011","01","TMS - CURITIBA                          ","      ","01"
"P |01|SA1T10|M SP|TMS01201","TMS012","01","CLIENTE TMS MSP03 NFST                  ","      ","01"
"P |01|SA1T10|M SP|TMS02801","TMS028","01","COFAP - LAVRAS                          ","      ","01"
"P |01|SA1T10|M SP|TMS04601","TMS046","01","PJ-ATIBAIA-FAT. DIF. CONTRIBUINTE       ","      ","01"
"P |01|SA1T10|M SP|TMS13401","TMS134","01","DEVEDOR TESTE TMSA 340                  ","      ","01"
"P |01|SA1T10|M SP|TMS1PJ01","TMS1PJ","01","PJ RISCO E CURITIBA CONTRIB             ","      ","01"
"P |01|SA1T10|M SP|TMS34001","TMS340","01","TMSA340                                 ","      ","01"
"P |01|SA1T10|M SP|TMSAGDEN","TMSAGD","EN","TMS-AGENDAMENTO ENTREGA                 ","      ","01"
"P |01|SA1T10|M SP|TMSAJUST","TMSAJU","ST","TMS-AJUSTE TABELA                       ","      ","01"
"P |01|SA1T10|M SP|TMSCLIGE","TMSCLI","GE","CLIENTE GENERICO TMS                    ","      ","01"
"P |01|SA1T10|M SP|TMSCLJ01","TMSCLJ","01","EVERTON DE SOUZA DELETE                 ","      ","01"
"P |01|SA1T10|M SP|TMSCLK01","TMSCLK","01","TESTE VALSIB NOME VALIDO                ","      ","01"
"P |01|SA1T10|M SP|TMSCLL01","TMSCLL","01"," TESTE VALSIB 2 NOME INVALIDO           ","      ","01"
"P |01|SA1T10|M SP|TMSCLM01","TMSCLM","01","TESTE ESPELHO BKNOMBEN                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLN01","TMSCLN","01","TESTE ESPELHO BKDATNAS                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLO01","TMSCLO","01","TESTE ESPELHO BKSEXO                    ","      ","01"
"P |01|SA1T10|M SP|TMSCLP01","TMSCLP","01","TESTE ESPELHO BKCPF                     ","      ","01"
"P |01|SA1T10|M SP|TMSCLQ01","TMSCLQ","01","TESTE ESPELHO BKPISPAS                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLR01","TMSCLR","01","TESTE ESPELHO BKNOMMAE                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLS01","TMSCLS","01","TESTE ESPELHO BKDN                      ","      ","01"
"P |01|SA1T10|M SP|TMSCLT01","TMSCLT","01","TESTE ESPELHO BKENDERE                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLU01","TMSCLU","01","TESTE ESPELHO BKNREND                   ","      ","01"
"P |01|SA1T10|M SP|TMSCLV01","TMSCLV","01","TESTE ESPELHO BKCOMEND                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLW01","TMSCLW","01","TESTE ESPELHO BKBAIRRO                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLX01","TMSCLX","01","TESTE ESPELHO BKCODMUN                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLY01","TMSCLY","01","TESTE ESPELHO BKCEPUSR                  ","      ","01"
"P |01|SA1T10|M SP|TMSCLZ01","TMSCLZ","01","TESTE ESPELHO BKTIPEND                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM001","TMSCM0","01","TESTE ESPELHO BKRESEXT                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM101","TMSCM1","01","TESTE ESPELHO BKMATRIC                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM201","TMSCM2","01","TESTE ESPELHO BKTIPDEP                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM301","TMSCM3","01","TESTE ESPELHO BKCODTIT                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM401","TMSCM4","01","TESTE ESPELHO BKDATINC                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM501","TMSCM5","01","TESTE ESPELHO BKDATBLO                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM601","TMSCM6","01","TESTE ESPELHO BKSUSEP                   ","      ","01"
"P |01|SA1T10|M SP|TMSCM701","TMSCM7","01","TESTE ESPELHO BKPLAORI                  ","      ","01"
"P |01|SA1T10|M SP|TMSCM801","TMSCM8","01","TESTE ESPELHO BKSCPA                    ","      ","01"
"P |01|SA1T10|M SP|TMSCM901","TMSCM9","01","TESTE ESPELHO BKCOBPAR                  ","      ","01"
"P |01|SA1T10|M SP|TMSCMA01","TMSCMA","01","TESTE ESPELHO BKITEEXC                  ","      ","01"
"P |01|SA1T10|M SP|TMSCMB01","TMSCMB","01","TESTE ESPELHO BKCNPJCO                  ","      ","01"
"P |01|SA1T10|M SP|TMSCMC01","TMSCMC","01","TESTE ESPELHO BKCEICON                  ","      ","01"
"P |01|SA1T10|M SP|TMSCMD01","TMSCMD","01","TESTE ESPELHO BKSITANS                  ","      ","01"
"P |01|SA1T10|M SP|TMSCME01","TMSCME","01","TESTE ESPELHO BKDATREA                  ","      ","01"
"P |01|SA1T10|M SP|TMSCMF01","TMSCMF","01","TESTE ESPELHO BKMOTBLO                  ","      ","01"
"P |01|SA1T10|M SP|TMSCMG01","TMSCMG","01","PLS DSAUPC MONITORAMENTO                ","      ","01"
"P |01|SA1T10|M SP|TMSCMH01","TMSCMH","01","TESTE ESPELHO CORRECAO BKNOMBEN         ","      ","01"
"P |01|SA1T10|M SP|TMSCMI01","TMSCMI","01","TESTE ESPELHO CORRECAO BKDATNAS         ","      ","01"
"P |01|SA1T10|M SP|TMSCMJ01","TMSCMJ","01","TESTE ESPELHO CORRECAO BKSEXO           ","      ","01"
"P |01|SA1T10|M SP|TMSCMK01","TMSCMK","01","TESTE ESPELHO CORRECAO BKCPF            ","      ","01"
"P |01|SA1T10|M SP|TMSCML01","TMSCML","01","TESTE ESPELHO CORRECAO BKPISPAS         ","      ","01"
"P |01|SA1T10|M SP|TMSCMM01","TMSCMM","01","TESTE ESPELHO CORRECAO BKNOMMAE         ","      ","01"
"P |01|SA1T10|M SP|TMSCMN01","TMSCMN","01","TESTE ESPELHO CORRECAO BKDN             ","      ","01"
"P |01|SA1T10|M SP|TMSCMO01","TMSCMO","01","TESTE ESPELHO CORRECAO BKENDERE         ","      ","01"
"P |01|SA1T10|M SP|TMSCMP01","TMSCMP","01","TESTE ESPELHO CORRECAO BKNREND          ","      ","01"
"P |01|SA1T10|M SP|TMSCMQ01","TMSCMQ","01","TESTE ESPELHO CORRECAO BKCOMEND         ","      ","01"
"P |01|SA1T10|M SP|TMSCMR01","TMSCMR","01","TESTE ESPELHO CORRECAO BKBAIRRO         ","      ","01"
"P |01|SA1T10|M SP|TMSCMS01","TMSCMS","01","TESTE ESPELHO CORRECAO BKCODMUN         ","      ","01"
"P |01|SA1T10|M SP|TMSCMT01","TMSCMT","01","TESTE ESPELHO CORRECAO BKCEPUSR         ","      ","01"
"P |01|SA1T10|M SP|TMSCMU01","TMSCMU","01","TESTE ESPELHO CORRECAO BKTIPEND         ","      ","01"
"P |01|SA1T10|M SP|TMSCMV01","TMSCMV","01","TESTE ESPELHO CORRECAO BKRESEXT         ","      ","01"
"P |01|SA1T10|M SP|TMSCMW01","TMSCMW","01","TESTE ESPELHO CORRECAO BKMATRIC         ","      ","01"
"P |01|SA1T10|M SP|TMSCMX01","TMSCMX","01","TESTE ESPELHO CORRECAO BKTIPDEP         ","      ","01"
"P |01|SA1T10|M SP|TMSCMY01","TMSCMY","01","TESTE ESPELHO CORRECAO BKCODTIT         ","      ","01"
"P |01|SA1T10|M SP|TMSCMZ01","TMSCMZ","01","TESTE ESPELHO CORRECAO BKDATINC         ","      ","01"
"P |01|SA1T10|M SP|TMSCN001","TMSCN0","01","TESTE ESPELHO CORRECAO BKDATBLO         ","      ","01"
"P |01|SA1T10|M SP|TMSCN101","TMSCN1","01","TESTE ESPELHO CORRECAO BKSUSEP          ","      ","01"
"P |01|SA1T10|M SP|TMSCN201","TMSCN2","01","TESTE ESPELHO CORRECAO BKSCPA           ","      ","01"
"P |01|SA1T10|M SP|TMSCN301","TMSCN3","01","TESTE ESPELHO CORRECAO BKPLAORI         ","      ","01"
"P |01|SA1T10|M SP|TMSCN401","TMSCN4","01","TESTE ESPELHO CORRECAO BKCOBPAR         ","      ","01"
"P |01|SA1T10|M SP|TMSCN501","TMSCN5","01","TESTE ESPELHO CORRECAO BKITEEXC         ","      ","01"
"P |01|SA1T10|M SP|TMSCN601","TMSCN6","01","TESTE ESPELHO CORRECAO BKCNPJCO         ","      ","01"
"P |01|SA1T10|M SP|TMSCN701","TMSCN7","01","TESTE ESPELHO CORRECAO BKCEICON         ","      ","01"
"P |01|SA1T10|M SP|TMSCN801","TMSCN8","01","TESTE ESPELHO CORRECAO BKSITANS         ","      ","01"
"P |01|SA1T10|M SP|TMSCN901","TMSCN9","01","TESTE ESPELHO CORRECAO BKDATREA         ","      ","01"
"P |01|SA1T10|M SP|TMSCNA01","TMSCNA","01","TESTE ESPELHO CORRECAO BKMOTBLO         ","      ","01"
"P |01|SA1T10|M SP|TMSCNB01","TMSCNB","01","PLS DSAUPC BENEF 01                     ","      ","01"
"P |01|SA1T10|M SP|TMSCNC01","TMSCNC","01","PLS DSAUPC BENEF INTERNADO 01           ","      ","01"
"P |01|SA1T10|M SP|TMSCND01","TMSCND","01","CRITICADO NAANS TESTE                   ","      ","01"
"P |01|SA1T10|M SP|TMSCNE01","TMSCNE","01","CRITICADO NAANS TESTE                   ","      ","01"
"P |01|SA1T10|M SP|TMSCNF01","TMSCNF","01","BLOQUEIO FUTURO DIAS IGUAIS             ","      ","01"
"P |01|SA1T10|M SP|TMSCNG01","TMSCNG","01","BLOQUEIO FUTURO DIAS IGUAIS DIFERANTES  ","      ","01"
"P |01|SA1T10|M SP|TMSCNH01","TMSCNH","01","BLOQUEIO DIAS DIFERENTES DIAS DIFERENTES","      ","01"
"P |01|SA1T10|M SP|TMSCNI01","TMSCNI","01","BLOQUEIO DIAS DIFERANTES DIAS IGUAIS    ","      ","01"
"P |01|SA1T10|M SP|TMSCNJ01","TMSCNJ","01","TESTESBX CRITICADO NAANS                ","      ","01"
"P |01|SA1T10|M SP|TMSCNK01","TMSCNK","01","TESTE RPXANS                            ","      ","01"
"P |01|SA1T10|M SP|TMSCNL01","TMSCNL","01","TESTERPX RETORNO                        ","      ","01"
"P |01|SA1T10|M SP|TMSCNN01","TMSCNN","01","BENEFICIARIO CENTRAL DE OBRIGACOES TRES ","      ","01"
"P |01|SA1T10|M SP|TMSCNO01","TMSCNO","01","BENEFICIARIO CENTRAL DE OBRIGACOES UM   ","      ","01"
"P |01|SA1T10|M SP|TMSCNP01","TMSCNP","01","BENEFICIARIO CENTRAL DE OBRIGACOES QUATR","      ","01"
"P |01|SA1T10|M SP|TMSCNS01","TMSCNS","01","BENEFICIARIO CENTRAL DE OBRIGACOES CINCO","      ","01"
"P |01|SA1T10|M SP|TMSCNT01","TMSCNT","01","BENEFICIARIO TITULAR                    ","      ","01"
"P |01|SA1T10|M SP|TMSCNU01","TMSCNU","01","BENEFICIARIO ESTRANGEIRO                ","      ","01"
"P |01|SA1T10|M SP|TMSCNV01","TMSCNV","01","BENEFICIARIO BLOQUEADO                  ","      ","01"
"P |01|SA1T10|M SP|TMSCNW01","TMSCNW","01","BENEFICIARIO DESBLOQUEADO               ","      ","01"
"P |01|SA1T10|M SP|TMSCNX01","TMSCNX","01","BENEFICIARIO TITULAR DOIS               ","      ","01"
"P |01|SA1T10|M SP|TMSCNY01","TMSCNY","01","PLS DSAUPC BENEF INTERCAMBIO            ","      ","01"
"P |01|SA1T10|M SP|TMSCNZ01","TMSCNZ","01","PLS DSAUPC BENEFICIARIO 1               ","      ","01"
"P |01|SA1T10|M SP|TMSCO001","TMSCO0","01","TESTE BENEFICIARIO VALID PDTE           ","      ","01"
"P |01|SA1T10|M SP|TMSDMD01","TMSDMD","01","TMS GESTAO DE DEMANDAS - AUTOMATIZA DEMA","      ","01"
"P |01|SA1T10|M SP|TMSDMD02","TMSDMD","02","TMS GESTAO DE DEMANDAS - AUTOMATIZA DEM2","      ","01"
"P |01|SA1T10|M SP|TMSEXT01","TMSEXT","01","ADELAIDE ANA PARAGUAIA                  ","      ","01"
"P |01|SA1T10|M SP|TMSMAN01","TMSMAN","01","TMS CLIENTE MANAUS                      ","      ","01"
"P |01|SA1T10|M SP|TMSP0301","TMSP03","01","FILIAL TMS M SP 03                      ","      ","01"
"P |01|SA1T10|M SP|TMSPRE01","TMSPRE","01","TMS-CLIENTE PRESERVADO 01               ","      ","01"
"P |01|SA1T10|M SP|TMSPRE02","TMSPRE","02","TMS-CLIENTE PRESERVADO 02               ","      ","01"
"P |01|SA1T10|M SP|TMSPREFA","TMSPRE","FA","TMS PREFATURA                           ","      ","01"
"P |01|SA1T10|M SP|TMSSOL01","TMSSOL","01","TMS CLIENTE RJ                          ","      ","01"
"P |01|SA1T10|M SP|TMSWAH01","TMSWAH","01","WANDER HORONGOSO                        ","      ","01"
"P |01|SA1T10|M SP|TMSWAH02","TMSWAH","02","WANDER 2                                ","      ","01"
"P |01|SA1T10|M SP|TMSWAH03","TMSWAH","03","WANDER HORONGOSO                        ","      ","01"
